| Date                      |    Open |   Close |      Volume |   EMA_5 |   KNN_MA |   KnnEmaX |   WeeklyEMA |   WeeklyKNN |   WeeklyKnnEmaX |   TrendConfirmation | TradeOpen   |
|---------------------------+---------+---------+-------------+---------+----------+-----------+-------------+-------------+-----------------+---------------------+-------------|
| 2019-11-07 00:00:00-05:00 | 18.2893 | 18.1868 | 6.28596e+07 |  0      |   0      |         0 |     39.2862 |     36.23   |               1 |                   0 | False       |
| 2019-11-08 00:00:00-05:00 | 18.0794 | 18.4017 | 4.08036e+07 |  0      |   0      |         0 |     39.2862 |     36.23   |               1 |                   0 | False       |
| 2019-11-11 00:00:00-05:00 | 18.1294 | 18.3242 | 3.80464e+07 |  0      |   0      |         0 |      0      |      0      |               0 |                   0 | False       |
| 2019-11-12 00:00:00-05:00 | 18.3667 | 18.4741 | 6.4346e+07  |  0      |   0      |         0 |      0      |      0      |               0 |                   0 | False       |
| 2019-11-13 00:00:00-05:00 | 18.2943 | 18.4467 | 5.58792e+07 |  0      |   0      |         0 |      0      |      0      |               0 |                   0 | False       |
| 2019-11-14 00:00:00-05:00 | 18.2843 | 18.4417 | 5.33256e+07 |  0      |  18.3667 |         0 |      0      |      0      |               0 |                   0 | False       |
| 2019-11-15 00:00:00-05:00 | 18.7639 | 18.7889 | 4.52932e+07 |  0      |  18.4177 |         0 |      0      |      0      |               0 |                   0 | False       |
| 2019-11-18 00:00:00-05:00 | 18.7639 | 18.8863 | 4.8348e+07  |  0      |  18.4951 |         0 |      0      |      0      |               0 |                   0 | False       |
| 2019-11-19 00:00:00-05:00 | 19.1037 | 18.9638 | 5.606e+07   | 18.546  |  18.6075 |         1 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-20 00:00:00-05:00 | 18.8239 | 18.6315 | 7.519e+07   | 18.5631 |  18.7055 |         1 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-21 00:00:00-05:00 | 18.5666 | 18.4866 | 4.53296e+07 | 18.5478 |  18.7424 |         0 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-22 00:00:00-05:00 | 18.6265 | 18.5366 | 4.1834e+07  | 18.5456 |  18.7514 |         0 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-25 00:00:00-05:00 | 18.7664 | 19.1786 | 4.00392e+07 | 18.6722 |  18.701  |         1 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-26 00:00:00-05:00 | 19.2136 | 19.2935 | 4.18452e+07 | 18.7965 |  18.7594 |         1 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-27 00:00:00-05:00 | 19.4309 | 19.6833 | 4.07784e+07 | 18.9738 |  18.8254 |         1 |      0      |      0      |               0 |                   1 | False       |
| 2019-11-29 00:00:00-05:00 | 19.5384 | 19.4209 | 2.6898e+07  | 19.0632 |  19.0357 |         1 |      0      |      0      |               0 |                   1 | False       |
| 2019-12-02 00:00:00-05:00 | 19.4209 | 18.7964 | 7.59076e+07 | 19.0099 |  19.2226 |         0 |     18.8943 |      0      |               1 |                   1 | False       |
| 2019-12-03 00:00:00-05:00 | 18.0619 | 18.3742 | 7.8026e+07  | 18.8827 |  19.2746 |         0 |     18.8943 |      0      |               1 |                   1 | False       |
| 2019-12-04 00:00:00-05:00 | 18.659  | 18.6465 | 4.38296e+07 | 18.8355 |  19.1137 |         0 |     18.8943 |      0      |               1 |                   1 | False       |
| 2019-12-05 00:00:00-05:00 | 18.8414 | 18.7439 | 4.45404e+07 | 18.8172 |  18.9843 |         1 |     18.8943 |      0      |               1 |                   1 | True        |
| 2019-12-06 00:00:00-05:00 | 19.1561 | 19.3235 | 4.64708e+07 | 18.9185 |  18.7964 |         1 |     18.8943 |      0      |               1 |                   1 | True        |
| 2019-12-09 00:00:00-05:00 | 19.2586 | 19.0862 | 3.89644e+07 | 18.952  |  18.7769 |         1 |     19.2464 |     18.8943 |               1 |                   1 | True        |
| 2019-12-10 00:00:00-05:00 | 19.0987 | 19.0437 | 5.6024e+07  | 18.9703 |  18.8349 |         1 |     19.2464 |     18.8943 |               1 |                   1 | True        |
| 2019-12-11 00:00:00-05:00 | 19.1561 | 19.331  | 4.5298e+07  | 19.0425 |  18.9688 |         1 |     19.2464 |     18.8943 |               1 |                   1 | True        |
| 2019-12-12 00:00:00-05:00 | 19.2686 | 19.7732 | 9.1582e+07  | 19.1886 |  19.1057 |         1 |     19.2464 |     18.8943 |               1 |                   1 | True        |
| 2019-12-13 00:00:00-05:00 | 19.7257 | 19.9506 | 8.0498e+07  | 19.341  |  19.3115 |         1 |     19.2464 |     18.8943 |               1 |                   1 | True        |
| 2019-12-16 00:00:00-05:00 | 20.3403 | 20.5227 | 4.9694e+07  | 19.5773 |  19.4369 |         1 |     19.92   |     19.2041 |               1 |                   1 | True        |
| 2019-12-17 00:00:00-05:00 | 20.6276 | 20.5501 | 4.22744e+07 | 19.7719 |  19.7242 |         1 |     19.92   |     19.2041 |               1 |                   1 | True        |
| 2019-12-18 00:00:00-05:00 | 20.6476 | 20.5976 | 3.5704e+07  | 19.937  |  20.0255 |         1 |     19.92   |     19.2041 |               1 |                   1 | True        |
| 2019-12-19 00:00:00-05:00 | 20.6501 | 21.0173 | 4.16924e+07 | 20.1531 |  20.2788 |         1 |     19.92   |     19.2041 |               1 |                   1 | True        |
| 2019-12-20 00:00:00-05:00 | 21.2921 | 21.2671 | 4.9774e+07  | 20.3759 |  20.5276 |         1 |     19.92   |     19.2041 |               1 |                   1 | True        |
| 2019-12-23 00:00:00-05:00 | 21.4895 | 21.4245 | 3.62136e+07 | 20.5856 |  20.791  |         1 |     20.5922 |     19.6997 |               1 |                   1 | True        |
| 2019-12-24 00:00:00-05:00 | 21.4875 | 21.46   | 1.99492e+07 | 20.7605 |  20.9713 |         0 |     20.5922 |     19.6997 |               1 |                   1 | True        |
| 2019-12-26 00:00:00-05:00 | 21.5575 | 22.0175 | 3.21292e+07 | 21.0119 |  21.1533 |         1 |     20.5922 |     19.6997 |               1 |                   1 | True        |
| 2019-12-27 00:00:00-05:00 | 22.2525 | 21.9525 | 4.98752e+07 | 21.2    |  21.4373 |         0 |     20.5922 |     19.6997 |               1 |                   1 | True        |
| 2019-12-30 00:00:00-05:00 | 21.9325 | 21.515  | 5.64528e+07 | 21.263  |  21.6243 |         0 |     21.0923 |     20.3798 |               1 |                   1 | True        |
| 2019-12-31 00:00:00-05:00 | 21.325  | 21.6375 | 4.219e+07   | 21.3379 |  21.6739 |         0 |     21.0923 |     20.3798 |               1 |                   1 | True        |
| 2020-01-02 00:00:00-05:00 | 22.1775 | 22.71   | 6.5536e+07  | 21.6123 |  21.7165 |         1 |     21.0923 |     20.3798 |               1 |                   1 | True        |
